lwage76,constant,ed76,exp76,exp762,black,reg76r,smsa76r,region_1966,smsa66r,daded,momed,nodaded,nomomed,famed,momdad14,sinmom14,nearc4
6.42162227,1,15,7,.49000001,0,0,1,2,1,9,10,0,0,7,1,0,1
6.55108034,1,15,4,.16,0,0,1,2,1,9,10,0,0,7,1,0,1
6.57088296,1,18,9,.81,0,0,1,2,1,12,7,0,0,5,1,0,1
6.55250789,1,9,15,2.25,0,0,1,2,1,8,8,0,0,8,1,0,1
6.13556489,1,12,6,.36000001,1,0,1,2,1,7,9,0,0,8,1,0,1
6.76619171,1,18,4,.16,0,0,1,2,1,8,9,0,0,8,1,0,1
6.82110747,1,16,7,.49000001,0,0,0,2,1,9,10,0,0,7,1,0,1
6.97073008,1,12,9,.81,0,0,1,2,1,12,12,0,0,3,1,0,1
5.99146455,1,12,11,1.21,0,1,1,1,1,12,12,0,0,3,1,0,1
6.46146818,1,12,9,.81,0,0,1,1,1,12,12,0,0,3,1,0,1
5.65248918,1,13,5,.25,0,0,1,1,1,8,8,0,0,8,1,0,1
6.46302946,1,17,4,.16,0,1,1,1,1,12,12,0,0,3,1,0,1
5.96357934,1,13,13,1.6900001,0,0,1,2,1,9.94,4,1,0,9,1,0,1
6.91770561,1,12,7,.49000001,0,0,1,2,1,12,10,0,0,5,1,0,1
6.70563909,1,12,6,.36000001,0,0,0,2,1,8,12,0,0,6,1,0,1
6.88243747,1,17,4,.16,0,0,1,2,1,10,9,0,0,7,1,0,1
6.62007321,1,12,11,1.21,1,0,1,2,1,6,7,0,0,8,1,0,1
6.13772705,1,15,3,.090000004,0,0,0,2,1,7,8,0,0,8,1,0,1
7.23489842,1,12,10,1,0,0,1,2,1,12,10.25,0,1,5,1,0,1
6.35784227,1,12,7,.49000001,0,0,1,2,1,12,10.25,0,1,5,1,0,1
5.99396143,1,12,9,.81,0,0,1,2,1,11,9,0,0,7,1,0,1
5.768321,1,10,10,1,0,0,1,2,1,11,9,0,0,7,1,0,1
6.24222327,1,12,9,.81,0,0,1,2,1,14,12,0,0,2,1,0,1
5.33753808,1,11,8,.63999999,0,0,1,2,1,14,12,0,0,2,1,0,1
7.08338785,1,17,4,.16,0,0,1,2,1,8,6,0,0,8,1,0,1
6.43775165,1,14,6,.36000001,0,0,1,2,1,7,6,0,0,8,1,0,1
6.17586727,1,17,11,1.21,0,0,1,2,1,7,7,0,0,8,1,0,1
6.57088296,1,13,8,.63999999,0,0,1,2,1,12,12,0,0,3,1,0,1
6.43775165,1,11,10,1,0,0,1,2,1,1,4,0,0,8,1,0,1
6.315358,1,12,12,1.4400001,0,0,1,2,1,9.94,7,1,0,9,1,0,1
6.36130248,1,12,16,2.5599999,0,0,1,2,1,5,2,0,0,8,1,0,1
6.73459166,1,18,4,.16,0,0,1,2,1,12,16,0,0,2,1,0,1
7.56164175,1,18,9,.81,0,0,1,2,1,12,12,0,0,3,1,0,1
6.69208374,1,16,4,.16,0,0,1,2,1,13,10,0,0,5,1,0,1
5.84064166,1,12,11,1.21,1,0,1,2,1,9.94,6,1,0,9,0,1,1
6.86901445,1,12,14,1.96,0,0,1,2,1,11,14,0,0,6,1,0,1
6.39692966,1,12,14,1.96,0,0,0,2,1,10,10,0,0,7,1,0,1
6.72982407,1,18,10,1,0,0,1,2,1,12,10,0,0,5,1,0,1
6.43775165,1,16,2,.039999999,0,0,1,2,1,9.94,10.25,1,1,9,0,0,1
6.33327963,1,16,6,.36000001,0,0,1,2,1,9.94,10.25,1,1,9,1,0,1
7.25134498,1,16,6,.36000001,0,0,1,2,1,10,10,0,0,7,1,0,1
6.1737861,1,12,7,.49000001,0,0,1,2,1,9.94,12,1,0,4,1,0,1
6.39692966,1,12,6,.36000001,0,0,1,2,1,7,8,0,0,8,1,0,1
5.70378247,1,9,13,1.6900001,0,0,1,2,1,9.94,0,1,0,9,0,1,1
6.22455843,1,9,10,1,0,0,1,2,1,9.94,0,1,0,9,0,1,1
6.03308622,1,14,5,.25,1,0,1,2,1,7,12,0,0,6,1,0,1
5.70378247,1,12,6,.36000001,1,0,1,2,1,7,12,0,0,6,1,0,1
6.76272951,1,18,3,.090000004,0,0,1,2,1,14,14,0,0,1,1,0,1
5.70378247,1,16,3,.090000004,0,0,1,2,1,16,13,0,0,1,1,0,1
6.58063914,1,12,14,1.96,0,0,1,2,1,9,6,0,0,8,1,0,1
6.75227038,1,12,16,2.5599999,0,0,1,2,1,8,10.25,0,1,9,1,0,1
6.60394382,1,10,14,1.96,0,0,1,2,1,10,7,0,0,8,1,0,1
6.96413561,1,17,8,.63999999,1,0,1,2,1,15,12,0,0,2,0,0,1
6.27098843,1,12,14,1.96,1,0,1,2,1,6,8,0,0,8,1,0,1
6.34913899,1,11,17,2.8900001,0,0,1,2,1,6,10.25,0,1,9,0,0,1
6.69084228,1,12,14,1.96,0,0,0,2,1,9.94,9,1,0,9,1,0,1
5.99146455,1,10,14,1.96,0,0,1,2,1,6,8,0,0,8,1,0,1
6.86901445,1,18,5,.25,0,0,1,2,1,12,16,0,0,2,1,0,1
6.70563909,1,18,3,.090000004,0,0,1,2,1,13,16,0,0,1,1,0,1
6.60665019,1,13,9,.81,0,0,1,2,1,14,12,0,0,2,1,0,1
6.58063914,1,18,6,.36000001,0,0,1,2,1,12,12,0,0,3,1,0,1
6.81673588,1,18,0,0,0,0,1,2,1,16,16,0,0,1,1,0,1
5.93753621,1,17,4,.16,0,0,1,2,1,8,12,0,0,6,1,0,1
5.85793315,1,14,6,.36000001,0,0,1,2,1,8,12,0,0,6,0,0,1
6.54247196,1,11,16,2.5599999,0,0,1,2,1,8,8,0,0,8,1,0,1
6.92165818,1,12,14,1.96,0,1,1,2,1,9.94,12,1,0,4,1,0,1
7.0352686,1,18,10,1,0,0,1,2,1,16,16,0,0,1,1,0,1
7.44366368,1,18,6,.36000001,0,0,1,2,1,16,16,0,0,1,1,0,1
6.27098843,1,12,8,.63999999,0,0,1,2,1,12,8,0,0,5,1,0,1
6.51174533,1,17,9,.81,1,0,1,2,1,12,16,0,0,2,1,0,1
6.91770561,1,17,5,.25,0,0,1,2,1,16,13,0,0,1,1,0,1
6.74051936,1,18,4,.16,0,0,1,2,0,17,12,0,0,2,1,0,1
6.56526497,1,11,10,1,0,0,1,2,1,12,12,0,0,3,1,0,1
6.70930434,1,16,4,.16,0,0,0,2,1,12,13,0,0,2,1,0,1
6.10255859,1,12,6,.36000001,0,0,1,2,1,12,13,0,0,2,1,0,1
6.2146081,1,15,4,.16,0,0,1,2,1,9,10,0,0,7,1,0,1
6.95559261,1,16,9,.81,0,0,1,2,1,12,12,0,0,3,1,0,1
7.09174212,1,18,5,.25,0,0,1,2,1,16,12,0,0,2,1,0,1
6.5366916,1,12,15,2.25,0,0,1,2,1,8,10.25,0,1,9,1,0,1
6.4738907,1,16,6,.36000001,0,0,1,2,1,8,10,0,0,8,1,0,1
6.77422389,1,13,11,1.21,0,0,1,2,1,12,12,0,0,3,1,0,1
6.30627529,1,17,2,.039999999,0,0,1,2,1,12,12,0,0,3,1,0,1
6.39692966,1,7,15,2.25,0,0,1,2,1,8,9,0,0,8,1,0,1
7.71601527,1,15,13,1.6900001,0,0,1,2,1,12,8,0,0,5,1,0,1
7.27378632,1,12,13,1.6900001,0,0,1,2,1,12,8,0,0,5,1,0,1
5.768321,1,12,16,2.5599999,1,0,1,2,1,9.94,10.25,1,1,9,0,0,1
7.14045304,1,18,9,.81,0,0,1,2,1,10,16,0,0,6,1,0,1
6.39692966,1,12,6,.36000001,0,0,1,2,1,11,9,0,0,7,0,0,1
5.70378247,1,11,9,.81,1,0,1,2,1,9.94,10,1,0,9,1,0,1
6.28785856,1,16,2,.039999999,0,0,1,2,1,12,12,0,0,3,1,0,1
6.61204103,1,12,15,2.25,0,0,0,2,1,11,10.25,0,1,9,1,0,1
6.74051936,1,12,15,2.25,0,0,1,2,1,9.94,12,1,0,4,0,1,1
6.70073111,1,16,7,.49000001,0,0,1,2,1,12,12,0,0,3,1,0,1
6.90775528,1,12,10,1,0,0,1,2,1,9.94,8,1,0,9,1,0,1
6.32972091,1,16,4,.16,0,0,1,2,1,12,15,0,0,2,1,0,1
5.65248918,1,18,2,.039999999,0,0,1,2,1,18,18,0,0,1,1,0,1
6.0799332,1,16,5,.25,0,0,1,2,1,16,12,0,0,2,1,0,1
5.78382518,1,13,6,.36000001,0,0,1,2,1,12,12,0,0,3,1,0,1
6.3630281,1,16,6,.36000001,0,0,1,2,1,10,12,0,0,6,1,0,1
6.37672695,1,16,4,.16,1,0,1,2,1,12,12,0,0,3,1,0,1
6.68586095,1,18,5,.25,0,0,1,2,1,14,12,0,0,2,1,0,1
5.74300319,1,14,5,.25,0,0,1,2,1,8,10,0,0,8,1,0,1
5.52146092,1,12,11,1.21,1,0,1,2,1,4,11,0,0,8,0,0,1
6.2146081,1,15,6,.36000001,1,0,1,2,1,4,11,0,0,8,0,0,1
6.62007321,1,12,15,2.25,1,0,1,2,1,9.94,12,1,0,4,0,1,1
5.83773045,1,13,12,1.4400001,0,1,1,2,1,11,11,0,0,7,1,0,1
5.52146092,1,15,7,.49000001,0,0,1,2,1,11,11,0,0,7,1,0,1
6.55108034,1,16,2,.039999999,0,0,1,2,1,12,10,0,0,5,1,0,1
5.99146455,1,12,7,.49000001,0,0,1,2,1,8,8,0,0,8,1,0,1
6.31896811,1,17,4,.16,0,0,1,2,1,14,12,0,0,2,1,0,1
6.54965074,1,15,7,.49000001,0,0,1,2,1,12,12,0,0,3,1,0,1
7.56164175,1,14,4,.16,0,0,1,2,1,12,12,0,0,3,1,0,1
7.10332206,1,18,8,.63999999,0,0,1,2,1,9.94,10,1,0,9,1,0,1
6.42162227,1,16,7,.49000001,0,0,1,2,1,12,12,0,0,3,1,0,1
6.61338422,1,14,5,.25,0,0,1,2,1,12,12,0,0,3,1,0,1
6.12686918,1,16,2,.039999999,0,0,1,2,1,18,14,0,0,1,1,0,1
6.47234629,1,18,1,.0099999998,0,0,1,2,1,16,10,0,0,5,1,0,1
6.61338422,1,12,7,.49000001,0,0,1,2,1,8,12,0,0,6,1,0,1
6.70318811,1,16,3,.090000004,0,1,1,2,1,17,12,0,0,2,1,0,1
6.76272951,1,16,9,.81,0,0,1,2,1,13,10,0,0,5,1,0,1
6.295266,1,12,10,1,0,0,1,2,1,7,8,0,0,8,1,0,1
5.89989735,1,13,8,.63999999,0,0,1,2,1,18,12,0,0,2,1,0,1
6.03308622,1,10,8,.63999999,0,0,1,2,1,18,12,0,0,2,1,0,1
6.48768402,1,16,5,.25,0,0,1,2,1,9.94,12,1,0,4,0,1,1
6.27098843,1,15,5,.25,0,0,1,2,1,9.94,12,1,0,4,0,1,1
6.74641213,1,17,6,.36000001,0,0,1,2,1,8,12,0,0,6,1,0,1
6.49677499,1,12,7,.49000001,0,0,1,2,1,12,9,0,0,5,1,0,1
6.27098843,1,16,2,.039999999,0,0,1,2,1,12,12,0,0,3,1,0,1
6.79009724,1,18,4,.16,0,0,1,2,1,9,12,0,0,6,1,0,1
6.76272951,1,17,5,.25,0,1,1,2,1,9.94,12,1,0,4,1,0,1
5.44241771,1,18,2,.039999999,0,1,1,2,1,18,12,0,0,2,1,0,1
6.68710861,1,12,14,1.96,0,1,0,2,1,10,9,0,0,7,1,0,1
6.27852142,1,13,8,.63999999,0,0,1,9,1,12,12,0,0,3,1,0,1
6.65286303,1,15,4,.16,1,0,1,2,1,12,14,0,0,2,1,0,1
6.16541785,1,14,4,.16,1,0,1,2,1,12,14,0,0,2,1,0,1
6.76272951,1,16,11,1.21,0,0,1,2,1,16,10.25,0,1,5,1,0,1
6.92165818,1,16,6,.36000001,0,0,0,2,0,10,12,0,0,6,1,0,1
6.46302946,1,18,8,.63999999,0,0,1,2,1,16,16,0,0,1,1,0,1
5.80814249,1,16,2,.039999999,0,0,1,2,1,10,10,0,0,7,1,0,1
6.32076829,1,11,17,2.8900001,1,0,1,2,1,8,9,0,0,8,1,0,1
6.26909628,1,18,2,.039999999,0,0,1,2,1,8,12,0,0,6,1,0,1
6.453625,1,12,8,.63999999,0,0,1,2,1,12,12,0,0,3,1,0,1
6.2146081,1,11,10,1,1,1,1,2,1,3,10.25,0,1,9,0,0,1
7.05098945,1,16,12,1.4400001,1,0,1,2,1,9.94,12,1,0,4,1,0,1
6.75110147,1,18,2,.039999999,0,0,1,2,1,9.94,10.25,1,1,9,1,0,1
6.1717006,1,12,10,1,0,0,0,2,1,16,12,0,0,2,1,0,1
6.70563909,1,18,1,.0099999998,0,1,1,2,1,12,11,0,0,5,1,0,1
6.53958596,1,18,5,.25,0,0,1,2,0,18,12,0,0,2,1,0,1
6.89669433,1,16,11,1.21,0,0,0,2,1,12,8,0,0,5,1,0,1
6.10255859,1,16,9,.81,0,1,1,2,1,9.94,12,1,0,4,1,0,1
6.90975328,1,18,10,1,0,0,1,2,1,16,12,0,0,2,1,0,1
7.12367279,1,18,10,1,0,0,1,2,1,12,12,0,0,3,1,0,1
6.82546004,1,14,12,1.4400001,0,0,0,2,1,9.94,12,1,0,4,0,0,1
6.34738921,1,12,10,1,0,0,1,2,1,7,8,0,0,8,1,0,1
6.26339826,1,12,13,1.6900001,0,0,1,2,1,6,11,0,0,8,1,0,1
7.05098945,1,12,10,1,0,0,1,2,1,8,12,0,0,6,1,0,1
6.1737861,1,12,6,.36000001,1,0,1,2,1,5,10,0,0,8,1,0,1
6.73221071,1,11,7,.49000001,0,0,1,2,1,9.94,10,1,0,9,0,1,1
7.24565507,1,14,13,1.6900001,0,0,1,2,1,10,10,0,0,7,1,0,1
5.99146455,1,13,8,.63999999,1,0,1,2,1,9.94,10.25,1,1,9,1,0,1
6.56526497,1,12,15,2.25,0,0,1,2,1,12,8,0,0,5,1,0,1
6.453625,1,14,4,.16,0,0,1,2,1,10,12,0,0,6,1,0,1
5.96100534,1,13,7,.49000001,0,0,1,2,1,11,12,0,0,6,1,0,1
6.53378884,1,12,8,.63999999,0,0,1,2,1,8,10,0,0,8,1,0,1
6.44571982,1,12,16,2.5599999,0,0,1,2,1,9.94,10.25,1,1,9,1,0,1
6.95081477,1,15,13,1.6900001,0,0,1,2,1,12,8,0,0,5,1,0,1
6.35784227,1,12,6,.36000001,0,0,1,2,1,9.94,12,1,0,4,0,1,1
6.2146081,1,12,7,.49000001,0,0,1,2,1,9.94,12,1,0,4,0,1,1
6.66057515,1,12,16,2.5599999,0,0,0,3,0,9.94,12,1,0,4,0,1,1
6.35784227,1,13,7,.49000001,0,0,1,2,1,12,11,0,0,5,1,0,1
6.26339826,1,13,6,.36000001,0,0,1,2,1,12,11,0,0,5,1,0,1
5.95324333,1,17,5,.25,0,0,1,2,1,12,12,0,0,3,1,0,1
6.43775165,1,12,11,1.21,0,0,1,2,1,8,10.25,0,1,9,1,0,1
6.43775165,1,16,6,.36000001,0,0,1,2,1,11,11,0,0,7,1,0,1
6.1633148,1,13,7,.49000001,0,0,1,2,1,10,12,0,0,6,1,0,1
6.49072353,1,14,5,.25,0,0,1,2,1,12,12,0,0,3,1,0,1
6.05208917,1,16,2,.039999999,0,0,1,2,1,12,12,0,0,3,1,0,1
6.26149168,1,14,5,.25,0,0,1,2,1,10,11,0,0,7,1,0,1
6.43775165,1,12,8,.63999999,0,0,1,2,1,10,10,0,0,7,1,0,0
6.91770561,1,16,9,.81,0,0,1,2,1,9,12,0,0,6,1,0,0
6.39859493,1,12,8,.63999999,0,0,1,2,1,9,12,0,0,6,1,0,0
6.69456206,1,12,9,.81,0,0,1,2,1,9.94,11,1,0,9,0,0,0
6.05443935,1,12,10,1,0,0,1,2,1,7,7,0,0,8,1,0,0
6.96602419,1,12,12,1.4400001,0,0,1,2,1,5,11,0,0,8,1,0,0
6.02586597,1,12,8,.63999999,0,0,1,2,1,5,11,0,0,8,1,0,0
6.19847872,1,12,12,1.4400001,0,0,1,2,1,9.94,7,1,0,9,0,1,0
5.78382518,1,12,9,.81,0,0,1,2,1,9.94,7,1,0,9,0,1,0
5.6167711,1,12,10,1,0,0,1,2,1,12,7,0,0,5,1,0,0
5.67332327,1,12,7,.49000001,0,0,1,2,1,8,12,0,0,6,1,0,0
6.59441346,1,18,7,.49000001,0,1,1,2,1,16,10.25,0,1,5,0,0,0
6.19031541,1,14,6,.36000001,0,1,1,2,1,12,12,0,0,3,1,0,0
5.82008293,1,14,4,.16,0,0,1,2,1,12,12,0,0,3,1,0,0
6.58617165,1,12,9,.81,0,0,1,2,1,12,12,0,0,3,1,0,0
6.08677473,1,13,6,.36000001,0,0,0,2,1,12,12,0,0,3,1,0,0
6.46302946,1,16,5,.25,0,0,0,2,1,8,8,0,0,8,1,0,0
5.92692603,1,12,10,1,0,0,1,2,1,8,11,0,0,8,1,0,0
6.17586727,1,12,7,.49000001,0,0,1,2,1,9.94,10.25,1,1,9,0,0,0
6.82979374,1,14,9,.81,0,0,1,2,1,10,8,0,0,8,1,0,0
6.24222327,1,12,8,.63999999,0,0,1,2,1,12,12,0,0,3,1,0,0
6.97073008,1,12,15,2.25,0,0,1,2,1,10,10,0,0,7,1,0,0
6.45833828,1,12,10,1,0,0,1,2,1,9.94,10,1,0,9,1,0,0
6.60529792,1,12,14,1.96,0,0,1,2,1,9,9,0,0,7,0,1,0
6.20050917,1,12,8,.63999999,0,0,1,2,1,12,8,0,0,5,0,0,0
6.47697236,1,10,8,.63999999,0,1,1,2,1,12,9,0,0,5,0,0,0
5.73009978,1,7,18,3.24,0,0,1,2,1,5,8,0,0,8,1,0,0
6.44413126,1,16,8,.63999999,0,0,1,2,0,11,9,0,0,7,1,0,0
6.01371516,1,13,9,.81,0,0,0,2,0,8,12,0,0,6,1,0,0
6.39692966,1,18,9,.81,0,0,1,2,0,9.94,10.25,1,1,9,1,0,0
6.61338422,1,12,10,1,0,0,0,2,1,11,12,0,0,6,1,0,0
6.43775165,1,17,8,.63999999,0,0,1,2,0,9.94,10.25,1,1,9,1,0,0
6.30809844,1,12,11,1.21,0,0,0,1,1,12,12,0,0,3,1,0,0
5.78689738,1,15,3,.090000004,0,0,0,2,0,12,12,0,0,3,1,0,0
5.55295958,1,9,11,1.21,0,0,0,2,0,7,10.25,0,1,9,0,0,0
6.77422389,1,12,8,.63999999,0,0,1,2,0,12,12,0,0,3,1,0,1
6.45990445,1,12,7,.49000001,0,0,0,2,0,12,12,0,0,3,1,0,1
6.50279005,1,11,16,2.5599999,0,0,0,2,0,7,7,0,0,8,1,0,1
6.22257627,1,14,9,.81,0,1,1,2,0,12,12,0,0,3,1,0,1
5.74620319,1,17,2,.039999999,0,1,1,2,0,12,12,0,0,3,1,0,1
6.91770561,1,18,3,.090000004,0,1,1,2,0,9.94,12,1,0,4,1,0,1
6.90775528,1,10,17,2.8900001,0,0,0,2,0,8,9,0,0,8,1,0,1
6.58063914,1,16,6,.36000001,0,0,0,2,0,9.94,18,1,0,4,0,1,1
6.66568372,1,12,9,.81,0,0,0,2,0,8,8,0,0,8,1,0,1
6.30261898,1,12,16,2.5599999,0,0,0,2,0,8,12,0,0,6,1,0,1
6.71901315,1,12,7,.49000001,0,0,0,2,0,8,8,0,0,8,1,0,1
5.0689042,1,12,7,.49000001,0,0,0,2,0,10,10,0,0,7,1,0,1
6.55108034,1,10,11,1.21,0,0,0,2,0,10,6,0,0,8,1,0,1
6.58063914,1,13,9,.81,0,0,0,2,0,10,12,0,0,6,1,0,1
5.7170277,1,12,6,.36000001,0,0,0,2,0,10,12,0,0,6,1,0,1
6.315358,1,16,3,.090000004,0,0,1,2,0,12,16,0,0,2,1,0,1
6.295266,1,14,6,.36000001,0,1,1,2,0,7,6,0,0,8,1,0,1
6.23244802,1,16,2,.039999999,0,0,0,2,0,12,12,0,0,3,1,0,1
5.95324333,1,16,2,.039999999,0,0,0,2,0,12,12,0,0,3,1,0,1
7.27378632,1,12,14,1.96,0,0,1,2,1,10,8,0,0,8,1,0,0
6.7787849,1,16,10,1,0,0,1,2,1,14,14,0,0,1,0,0,0
6.90775528,1,13,5,.25,0,0,1,2,1,16,14,0,0,1,1,0,0
6.76041469,1,12,10,1,0,0,0,2,0,12,9,0,0,5,1,0,0
6.60665019,1,12,9,.81,0,0,0,2,0,11,12,0,0,6,1,0,0
6.79009724,1,12,16,2.5599999,0,0,0,2,0,9.94,10.25,1,1,9,1,0,0
6.12686918,1,15,8,.63999999,0,0,1,2,1,9,10,0,0,7,1,0,0
6.10924758,1,12,16,2.5599999,0,0,1,1,1,9.94,9,1,0,9,1,0,1
6.55108034,1,12,16,2.5599999,0,0,1,1,1,9.94,10.25,1,1,9,1,0,1
6.61204103,1,14,13,1.6900001,0,0,1,1,1,8,12,0,0,6,1,0,1
6.79009724,1,16,10,1,0,0,1,2,0,12,11,0,0,5,1,0,1
6.53958596,1,18,8,.63999999,0,0,1,2,0,12,12,0,0,3,1,0,1
6.4035742,1,18,9,.81,0,0,0,2,0,12,12,0,0,3,1,0,1
6.43775165,1,18,6,.36000001,0,0,1,2,1,9.94,14,1,0,4,0,1,1
6.6147256,1,14,13,1.6900001,0,0,1,2,1,8,12,0,0,6,1,0,1
6.58755001,1,18,9,.81,0,0,1,2,1,8,16,0,0,6,1,0,1
6.32793678,1,12,12,1.4400001,0,0,1,2,1,8,10,0,0,8,1,0,1
6.04973346,1,12,8,.63999999,0,0,0,2,0,12,10,0,0,5,1,0,1
5.99146455,1,12,8,.63999999,0,0,0,2,0,9.94,12,1,0,4,0,1,1
5.52146092,1,14,6,.36000001,0,0,1,2,0,12,12,0,0,3,1,0,1
6.4707995,1,13,7,.49000001,0,0,1,2,1,8,12,0,0,6,1,0,1
6.39359075,1,12,6,.36000001,0,0,1,2,1,12,12,0,0,3,1,0,1
6.90775528,1,12,9,.81,0,0,1,2,1,8,8,0,0,8,1,0,1
6.26909628,1,12,10,1,0,0,0,2,0,12,13,0,0,2,1,0,1
6.17586727,1,12,8,.63999999,0,0,0,2,0,12,13,0,0,2,1,0,1
6.74523635,1,12,15,2.25,0,0,0,2,0,6,12,0,0,6,1,0,1
6.22653667,1,14,10,1,0,0,0,2,1,9.94,10.25,1,1,9,1,0,1
6.23832463,1,12,11,1.21,0,0,1,2,1,8,8,0,0,8,1,0,1
5.39362755,1,11,9,.81,0,0,1,2,1,9.94,9,1,0,9,0,0,1
5.0369526,1,16,2,.039999999,0,0,1,2,1,9.94,10.25,1,1,9,0,0,1
5.48063892,1,12,13,1.6900001,0,0,1,2,1,11,12,0,0,6,1,0,1
6.32256524,1,12,10,1,0,0,1,2,1,11,12,0,0,6,1,0,1
6.2146081,1,15,6,.36000001,0,0,1,2,1,12,12,0,0,3,0,0,1
5.91889385,1,16,4,.16,0,0,1,2,1,9.94,10.25,1,1,9,1,0,1
5.85793315,1,10,9,.81,0,0,0,2,0,8,8,0,0,8,1,0,1
6.36990098,1,12,8,.63999999,0,0,0,2,0,8,8,0,0,8,1,0,1
6.2441669,1,13,7,.49000001,0,0,0,2,0,10,12,0,0,6,1,0,1
5.96614674,1,12,11,1.21,0,0,0,1,0,9.94,10.25,1,1,9,1,0,0
5.6347896,1,16,3,.090000004,0,0,0,1,0,12,12,0,0,3,1,0,0
6.5366916,1,12,15,2.25,0,0,0,1,0,9.94,12,1,0,4,1,0,0
5.70378247,1,12,8,.63999999,0,0,0,1,0,9.94,12,1,0,4,1,0,0
6.453625,1,17,4,.16,0,0,0,1,0,12,13,0,0,2,1,0,0
5.83481074,1,13,7,.49000001,0,0,0,1,0,12,13,0,0,2,1,0,0
6.22455843,1,16,4,.16,0,0,0,1,0,12,12,0,0,3,1,0,0
5.87493073,1,13,5,.25,0,0,0,1,0,12,12,0,0,3,1,0,0
5.5683445,1,12,15,2.25,0,0,0,1,0,9.94,10.25,1,1,9,0,0,0
5.99146455,1,10,16,2.5599999,0,0,0,1,0,9.94,10.25,1,1,9,0,0,0
6.60665019,1,13,10,1,0,0,0,1,0,16,16,0,0,1,1,0,0
5.83481074,1,12,16,2.5599999,0,0,0,1,0,8,12,0,0,6,0,0,0
5.62040087,1,15,8,.63999999,0,0,0,1,0,8,12,0,0,6,1,0,0
6.05678401,1,9,9,.81,0,0,0,1,0,10,12,0,0,6,1,0,0
5.47646355,1,12,7,.49000001,0,0,0,1,0,12,10.25,0,1,5,0,0,0
5.95324333,1,13,5,.25,0,0,0,1,0,12,10.25,0,1,5,0,0,0
5.85793315,1,12,11,1.21,0,0,0,1,0,4,8,0,0,8,1,0,0
6.3952616,1,12,11,1.21,0,0,0,1,0,9.94,10.25,1,1,9,0,0,0
6.62007321,1,15,10,1,0,0,1,1,0,10,12,0,0,6,1,0,0
6.53958596,1,16,11,1.21,0,0,0,1,0,12,9,0,0,5,1,0,0
4.99043259,1,12,16,2.5599999,0,0,0,1,0,12,14,0,0,2,1,0,0
5.6347896,1,12,8,.63999999,0,0,1,2,0,12,10,0,0,5,1,0,1
6.64509097,1,18,8,.63999999,0,0,1,2,0,9.94,7,1,0,9,1,0,1
6.91770561,1,13,13,1.6900001,0,0,1,2,0,7,12,0,0,6,1,0,1
6.24804287,1,14,6,.36000001,0,0,0,2,0,16,14,0,0,1,1,0,1
5.99146455,1,16,4,.16,0,0,0,2,0,16,14,0,0,1,1,0,1
5.92692603,1,12,7,.49000001,0,0,0,2,0,12,10,0,0,5,1,0,1
6.39024067,1,12,13,1.6900001,0,0,0,1,0,12,10,0,0,5,1,0,1
5.85793315,1,7,18,3.24,0,0,0,1,0,9.94,10.25,1,1,9,1,0,1
6.03308622,1,11,16,2.5599999,0,0,0,1,0,9.94,10.25,1,1,9,0,0,1
5.8230459,1,16,7,.49000001,0,0,0,1,0,9.94,12,1,0,4,0,1,1
6.17586727,1,18,2,.039999999,0,0,0,1,0,18,14,0,0,1,1,0,1
6.2146081,1,12,10,1,0,0,0,1,0,11,11,0,0,7,1,0,1
5.72031178,1,12,9,.81,0,0,0,1,0,9.94,10.25,1,1,9,0,0,1
6.10924758,1,10,18,3.24,0,0,0,1,0,9,10.25,0,1,9,1,0,1
6.64509097,1,16,7,.49000001,0,0,1,3,1,14,12,0,0,2,1,0,1
6.58063914,1,16,4,.16,0,0,1,3,1,14,12,0,0,2,1,0,1
6.90775528,1,13,10,1,0,0,1,3,1,9.94,9,1,0,9,1,0,1
6.43775165,1,14,10,1,0,0,1,3,1,12,12,0,0,3,1,0,1
6.70563909,1,16,4,.16,0,0,1,3,1,12,11,0,0,5,1,0,1
5.93224519,1,12,16,2.5599999,0,0,1,3,1,8,10.25,0,1,9,0,0,1
6.56244409,1,12,15,2.25,0,0,1,3,1,9.94,10.25,1,1,9,1,0,1
6.01859321,1,14,4,.16,0,0,1,3,1,12,12,0,0,3,1,0,1
7.19967835,1,13,13,1.6900001,0,0,1,3,1,9.94,10.25,1,1,9,0,0,1
6.57368017,1,12,16,2.5599999,0,0,0,3,1,9.94,1,1,0,9,0,1,1
5.25749537,1,10,16,2.5599999,1,0,1,3,1,9.94,9,1,0,9,1,0,1
6.68085468,1,16,10,1,1,0,1,3,1,8,10.25,0,1,9,0,0,1
6.82871207,1,16,12,1.4400001,1,0,1,3,1,10,10,0,0,7,1,0,1
5.48063892,1,15,5,.25,1,0,1,3,1,18,16,0,0,1,1,0,1
6.43775165,1,13,6,.36000001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.93244789,1,8,10,1,0,0,1,3,1,7,10,0,0,8,1,0,1
6.22059017,1,12,10,1,1,1,0,3,1,9,11,0,0,7,1,0,1
6.13556489,1,16,6,.36000001,0,0,1,4,0,8,8,0,0,8,1,0,1
6.16541785,1,16,3,.090000004,0,0,0,4,1,9,11,0,0,7,1,0,1
6.2146081,1,15,5,.25,0,1,1,4,1,8,13,0,0,6,1,0,1
6.90775528,1,12,16,2.5599999,0,0,0,4,1,9.94,10.25,1,1,9,1,0,1
