stdntid,grade,outcome,treatment,yearsstar,yearssmall,iswhite,isfreelunch,isfemale,school_wave_fe,f
10327,3,1.423448,1,1,1,1,0,1,244,9
10328,3,-1.2087065,0,1,0,0,1,1,284,2
10328,3,-1.7311078,0,1,0,0,1,1,284,1
10328,3,-.038246747,0,1,0,0,1,1,284,3
10328,3,-2.846981,0,1,0,0,1,1,284,5
10328,3,-3.0500715,0,1,0,0,1,1,284,7
10328,3,-.10610329,0,1,0,0,1,1,284,8
10328,3,-.056488961,0,1,0,0,1,1,284,6
10328,3,-1.2276242,0,1,0,0,1,1,284,4
10328,3,-.84794962,0,1,0,0,1,1,284,10
10328,3,1.1771209,0,1,0,0,1,1,284,9
10329,3,1.0683887,0,4,0,1,0,1,78,4
10329,3,3.3636327,0,4,0,1,0,1,78,3
10329,3,1.6168172,0,4,0,1,0,1,78,1
10329,3,.88003141,0,4,0,1,0,1,78,7
10329,3,.86436123,0,4,0,1,0,1,78,6
10329,3,-.23712157,0,4,0,1,0,1,78,10
10329,3,.88257045,0,4,0,1,0,1,78,5
10329,3,.86521113,0,4,0,1,0,1,78,8
10329,3,.80309367,0,4,0,1,0,1,78,2
10329,3,-.054514095,0,4,0,1,0,1,78,9
10330,3,.87853616,0,4,3,1,1,1,78,2
10330,3,-1.2861491,0,4,3,1,1,1,78,9
10330,3,2.0528169,0,4,3,1,1,1,78,3
10330,3,.80599159,0,4,3,1,1,1,78,1
10330,3,.86521113,0,4,3,1,1,1,78,8
10330,3,1.2709781,0,4,3,1,1,1,78,4
10330,3,.88257045,0,4,3,1,1,1,78,5
10330,3,.88003141,0,4,3,1,1,1,78,7
10330,3,.86436123,0,4,3,1,1,1,78,6
10330,3,-1.662387,0,4,3,1,1,1,78,10
10334,3,.4433533,1,4,4,1,1,1,44,7
10334,3,.2504611,1,4,4,1,1,1,44,6
10334,3,1.8787463,1,4,4,1,1,1,44,4
10334,3,3.3636327,1,4,4,1,1,1,44,3
10334,3,.72765112,1,4,4,1,1,1,44,2
10334,3,.23385675,1,4,4,1,1,1,44,8
10334,3,.57731587,1,4,4,1,1,1,44,10
10334,3,.6844669,1,4,4,1,1,1,44,9
10334,3,.46817583,1,4,4,1,1,1,44,5
10334,3,2.6107326,1,4,4,1,1,1,44,1
10336,3,.67521328,0,3,0,0,1,1,132,1
10336,3,.88003141,0,3,0,0,1,1,132,7
10336,3,.7532497,0,3,0,0,1,1,132,4
10336,3,.65220863,0,3,0,0,1,1,132,2
10336,3,.024173059,0,3,0,0,1,1,132,3
10336,3,.43813992,0,3,0,0,1,1,132,9
10336,3,.88257045,0,3,0,0,1,1,132,5
10336,3,.55741119,0,3,0,0,1,1,132,6
10336,3,.52525109,0,3,0,0,1,1,132,8
10336,3,-1.662387,0,3,0,0,1,1,132,10
10337,3,.86436123,1,2,2,1,1,1,182,6
10337,3,.86521113,1,2,2,1,1,1,182,8
10337,3,-.36061341,1,2,2,1,1,1,182,5
10337,3,.57731587,1,2,2,1,1,1,182,10
10337,3,-.4300029,1,2,2,1,1,1,182,7
10337,3,.43813992,1,2,2,1,1,1,182,9
10337,3,.80599159,1,2,2,1,1,1,182,1
10337,3,.45102862,1,2,2,1,1,1,182,2
10337,3,.11780277,1,2,2,1,1,1,182,3
10337,3,1.0683887,1,2,2,1,1,1,182,4
10339,3,.72752458,1,1,1,1,0,1,305,1
10339,3,-.44073093,1,1,1,1,0,1,305,10
10339,3,.32529113,1,1,1,1,0,1,305,2
10339,3,.71079093,1,1,1,1,0,1,305,3
10339,3,.23385675,1,1,1,1,0,1,305,8
10339,3,.2504611,1,1,1,1,0,1,305,6
10339,3,-.054514095,1,1,1,1,0,1,305,9
10339,3,.46817583,1,1,1,1,0,1,305,5
10339,3,.4433533,1,1,1,1,0,1,305,7
10339,3,.48313054,1,1,1,1,0,1,305,4
10340,3,-.54716808,0,2,1,1,1,0,90,9
10340,3,.57731587,0,2,1,1,1,0,90,10
10341,3,-2.5120895,0,3,0,0,1,0,114,6
10341,3,-2.1767151,0,3,0,0,1,0,114,7
10341,3,-2.6800866,0,3,0,0,1,0,114,8
10341,3,-.23712157,0,3,0,0,1,0,114,10
10341,3,-.53760523,0,3,0,0,1,0,114,3
10341,3,-1.2276242,0,3,0,0,1,0,114,4
10341,3,.1918129,0,3,0,0,1,0,114,9
10341,3,-2.0181918,0,3,0,0,1,0,114,5
10341,3,-2.0972872,0,3,0,0,1,0,114,1
10341,3,-2.5415242,0,3,0,0,1,0,114,2
10343,3,.18022257,0,2,0,1,1,0,184,3
10343,3,.33518964,0,2,0,1,1,0,184,1
10343,3,-2.2714572,0,2,0,1,1,0,184,9
10343,3,.37058088,0,2,0,1,1,0,184,4
10343,3,-.033512216,0,2,0,1,1,0,184,10
10343,3,1.0797162,0,2,0,1,1,0,184,2
10346,3,-.73745763,1,2,2,0,1,0,215,8
10346,3,.17009714,1,2,2,0,1,0,215,10
10346,3,-.13187645,1,2,2,0,1,0,215,3
10346,3,-.10221641,1,2,2,0,1,0,215,2
10346,3,.0066752071,1,2,2,0,1,0,215,7
10346,3,-.43977663,1,2,2,0,1,0,215,4
10346,3,-.67038912,1,2,2,0,1,0,215,6
10346,3,.6844669,1,2,2,0,1,0,215,9
10346,3,.23056698,1,2,2,0,1,0,215,1
10346,3,.053781211,1,2,2,0,1,0,215,5
10348,3,.37058088,1,1,1,1,1,1,274,4
10348,3,.32529113,1,1,1,1,1,1,274,2
10348,3,.86521113,1,1,1,1,1,1,274,8
10348,3,.46817583,1,1,1,1,1,1,274,5
10348,3,.86436123,1,1,1,1,1,1,274,6
10348,3,.4433533,1,1,1,1,1,1,274,7
10348,3,2.8954842,1,1,1,1,1,1,274,3
10348,3,.96292561,1,1,1,1,1,1,274,1
10350,3,-1.2338539,0,2,0,1,0,1,219,2
10350,3,-1.0772163,0,2,0,1,0,1,219,1
10350,3,.0066752071,0,2,0,1,0,1,219,7
10350,3,-.75491565,0,2,0,1,0,1,219,4
10350,3,-1.4426924,0,2,0,1,0,1,219,3
10350,3,-.44606334,0,2,0,1,0,1,219,8
10350,3,.053781211,0,2,0,1,0,1,219,5
10350,3,-1.051559,0,2,0,1,0,1,219,10
10350,3,-1.7788031,0,2,0,1,0,1,219,9
10350,3,-.36343902,0,2,0,1,0,1,219,6
10351,3,-.81565964,0,2,0,1,0,0,193,1
10351,3,.37370649,0,2,0,1,0,0,193,10
10351,3,-.84495538,0,2,0,1,0,0,193,4
10351,3,-1.0369637,0,2,0,1,0,0,193,3
10351,3,.86436123,0,2,0,1,0,0,193,6
10351,3,-.054514095,0,2,0,1,0,0,193,9
10351,3,.0066752071,0,2,0,1,0,0,193,7
10351,3,.053781211,0,2,0,1,0,0,193,5
10351,3,-.90693647,0,2,0,1,0,0,193,2
10351,3,.86521113,0,2,0,1,0,0,193,8
10352,3,-.84794962,1,2,2,1,0,0,201,10
10352,3,-.30084109,1,2,2,1,0,0,201,9
10353,3,-1.9254321,0,1,0,0,1,0,279,4
10353,3,-2.2019098,0,1,0,0,1,0,279,1
10353,3,-2.4912291,0,1,0,0,1,0,279,2
10353,3,-3.7398899,0,1,0,0,1,0,279,6
10353,3,.17009714,0,1,0,0,1,0,279,10
10353,3,-3.9913609,0,1,0,0,1,0,279,8
10353,3,.11780277,0,1,0,0,1,0,279,3
10353,3,-3.0500715,0,1,0,0,1,0,279,7
10353,3,-2.846981,0,1,0,0,1,0,279,5
10353,3,-.79349512,0,1,0,0,1,0,279,9
10355,3,-.30084109,1,1,1,1,0,0,304,9
10355,3,1.2808962,1,1,1,1,0,0,304,2
10355,3,2.0876191,1,1,1,1,0,0,304,1
10355,3,.86436123,1,1,1,1,0,0,304,6
10355,3,3.3636327,1,1,1,1,0,0,304,3
10355,3,1.0683887,1,1,1,1,0,0,304,4
10355,3,.88257045,1,1,1,1,0,0,304,5
10355,3,-.84794962,1,1,1,1,0,0,304,10
10355,3,.88003141,1,1,1,1,0,0,304,7
10355,3,.86521113,1,1,1,1,0,0,304,8
10356,3,.1918129,0,3,0,0,1,0,95,9
10356,3,-.18792367,0,3,0,0,1,0,95,1
10356,3,.053781211,0,3,0,0,1,0,95,5
10356,3,-.10610329,0,3,0,0,1,0,95,8
10356,3,.024173059,0,3,0,0,1,0,95,3
10356,3,-.55487144,0,3,0,0,1,0,95,2
10356,3,.0066752071,0,3,0,0,1,0,95,7
10356,3,-.056488961,0,3,0,0,1,0,95,6
10356,3,-.23712157,0,3,0,0,1,0,95,10
10356,3,-.28220713,0,3,0,0,1,0,95,4
10357,3,-.01208795,0,2,0,1,0,1,179,4
10357,3,-.20280641,0,2,0,1,0,1,179,2
10357,3,.021321654,0,2,0,1,0,1,179,1
10357,3,-.038246747,0,2,0,1,0,1,179,3
10357,3,.23385675,0,2,0,1,0,1,179,8
10357,3,.88257045,0,2,0,1,0,1,179,5
10357,3,.2504611,0,2,0,1,0,1,179,6
10357,3,.88003141,0,2,0,1,0,1,179,7
10358,3,-2.5120895,1,2,2,1,1,0,189,6
10358,3,-1.6613615,1,2,2,1,1,0,189,2
10358,3,-2.1767151,1,2,2,1,1,0,189,7
10358,3,-1.8484211,1,2,2,1,1,0,189,3
10358,3,-1.0025249,1,2,2,1,1,0,189,4
10358,3,-2.0181918,1,2,2,1,1,0,189,5
10358,3,-.54716808,1,2,2,1,1,0,189,9
10358,3,-1.4587777,1,2,2,1,1,0,189,10
10358,3,-2.6800866,1,2,2,1,1,0,189,8
10358,3,-1.0772163,1,2,2,1,1,0,189,1
10360,3,-1.8122466,1,1,1,1,1,0,249,2
10360,3,-1.8981894,1,1,1,1,1,0,249,6
10360,3,-1.3490627,1,1,1,1,1,0,249,3
10360,3,-2.048732,1,1,1,1,1,0,249,8
10360,3,-.86668098,1,1,1,1,1,0,249,7
10360,3,-.77500802,1,1,1,1,1,0,249,5
10360,3,3.2242374,1,1,1,1,1,0,249,10
10360,3,-.30084109,1,1,1,1,1,0,249,9
10360,3,-.78950393,1,1,1,1,1,0,249,1
10360,3,-1.5652732,1,1,1,1,1,0,249,4
10364,3,-.054514095,1,2,2,0,1,1,205,9
10364,3,-1.6037972,1,2,2,0,1,1,205,5
10364,3,-.23712157,1,2,2,0,1,1,205,10
10364,3,-.88091415,1,2,2,0,1,1,205,3
10364,3,-3.3600066,1,2,2,0,1,1,205,8
10364,3,-1.887689,1,2,2,0,1,1,205,2
10364,3,-3.1259897,1,2,2,0,1,1,205,6
10364,3,-1.5480182,1,2,2,0,1,1,205,1
10364,3,-1.7400372,1,2,2,0,1,1,205,7
10364,3,-1.3851937,1,2,2,0,1,1,205,4
10365,3,-.36061341,0,1,0,0,1,0,280,5
10365,3,-1.4172399,0,1,0,0,1,0,280,1
10365,3,-1.3851937,0,1,0,0,1,0,280,4
10365,3,-.63031393,0,1,0,0,1,0,280,2
10365,3,1.1881438,0,1,0,0,1,0,280,10
10365,3,-1.5675321,0,1,0,0,1,0,280,3
10365,3,-.4300029,0,1,0,0,1,0,280,7
10365,3,-1.7087721,0,1,0,0,1,0,280,8
10365,3,.1918129,0,1,0,0,1,0,280,9
10365,3,-1.5912393,0,1,0,0,1,0,280,6
10366,3,.87853616,0,3,0,0,0,0,103,2
10366,3,.88003141,0,3,0,0,0,0,103,7
10366,3,.86436123,0,3,0,0,0,0,103,6
10366,3,.86521113,0,3,0,0,0,0,103,8
10366,3,2.4640045,0,3,0,0,0,0,103,4
10366,3,3.6569591,0,3,0,0,0,0,103,1
10366,3,-1.0398221,0,3,0,0,0,0,103,9
10366,3,.88257045,0,3,0,0,0,0,103,5
10366,3,.33627209,0,3,0,0,0,0,103,3
10366,3,-.84794962,0,3,0,0,0,0,103,10
10367,3,-.083301008,0,1,0,0,1,0,264,1
10367,3,-.59734613,0,1,0,0,1,0,264,4
10367,3,-.64434028,0,1,0,0,1,0,264,10
10367,3,.46817583,0,1,0,0,1,0,264,5
10367,3,-1.8981894,0,1,0,0,1,0,264,6
10367,3,-1.3092965,0,1,0,0,1,0,264,2
10367,3,.18022257,0,1,0,0,1,0,264,3
10367,3,-.054514095,0,1,0,0,1,0,264,9
10367,3,.4433533,0,1,0,0,1,0,264,7
10367,3,-2.048732,0,1,0,0,1,0,264,8
10368,3,-.94643795,0,1,0,1,1,0,234,1
10368,3,-.47518539,0,1,0,1,1,0,234,3
10368,3,-.44073093,0,1,0,1,1,0,234,10
10368,3,-1.0774177,0,1,0,1,1,0,234,8
10368,3,-.97733921,0,1,0,1,1,0,234,6
10368,3,.053781211,0,1,0,1,1,0,234,5
10368,3,-.054514095,0,1,0,1,1,0,234,9
10368,3,-1.0025249,0,1,0,1,1,0,234,4
10368,3,-1.082969,0,1,0,1,1,0,234,2
10368,3,.0066752071,0,1,0,1,1,0,234,7
10372,3,-1.6037972,0,1,0,0,1,0,280,5
10372,3,-1.7400372,0,1,0,0,1,0,280,7
10372,3,-.47518539,0,1,0,0,1,0,280,3
10372,3,-1.2079946,0,1,0,0,1,0,280,1
10372,3,-.033512216,0,1,0,0,1,0,280,10
10372,3,-1.1375844,0,1,0,0,1,0,280,4
10372,3,-.30339643,0,1,0,0,1,0,280,2
10372,3,-.10610329,0,1,0,0,1,0,280,8
10372,3,-.056488961,0,1,0,0,1,0,280,6
10372,3,1.1771209,0,1,0,0,1,0,280,9
10375,3,.50132364,1,3,3,1,1,0,124,2
10375,3,.46817583,1,3,3,1,1,0,124,5
10375,3,.2504611,1,3,3,1,1,0,124,6
10375,3,2.6134093,1,3,3,1,1,0,124,10
10375,3,.4433533,1,3,3,1,1,0,124,7
10375,3,-1.0369637,1,3,3,1,1,0,124,3
10375,3,-.78950393,1,3,3,1,1,0,124,1
10375,3,.23385675,1,3,3,1,1,0,124,8
10375,3,-.79349512,1,3,3,1,1,0,124,9
10375,3,-.37224683,1,3,3,1,1,0,124,4
10376,3,-1.2551683,0,1,0,1,1,1,270,10
10376,3,.1918129,0,1,0,1,1,1,270,9
10377,3,.61716121,1,1,1,0,1,0,283,3
10377,3,-.36343902,1,1,1,0,1,0,283,6
10377,3,.6844669,1,1,1,0,1,0,283,9
10377,3,.053781211,1,1,1,0,1,0,283,5
10377,3,.0066752071,1,1,1,0,1,0,283,7
10377,3,.048668604,1,1,1,0,1,0,283,2
10377,3,-1.1295276,1,1,1,0,1,0,283,1
10377,3,1.1881438,1,1,1,0,1,0,283,10
10377,3,-1.2276242,1,1,1,0,1,0,283,4
10377,3,-.44606334,1,1,1,0,1,0,283,8
10378,3,.18022257,0,1,0,0,1,1,233,3
10378,3,-.44606334,0,1,0,0,1,1,233,8
10378,3,.88003141,0,1,0,0,1,1,233,7
10378,3,.65220863,0,1,0,0,1,1,233,2
10378,3,-.23712157,0,1,0,0,1,1,233,10
10378,3,-.240235,0,1,0,0,1,1,233,1
10378,3,-.75491565,0,1,0,0,1,1,233,4
10378,3,.88257045,0,1,0,0,1,1,233,5
10378,3,-.054514095,0,1,0,0,1,1,233,9
10378,3,-.36343902,0,1,0,0,1,1,233,6
10379,3,-.79349512,1,4,4,1,1,1,10,9
10379,3,.88257045,1,4,4,1,1,1,10,5
10379,3,.021321654,1,4,4,1,1,1,10,1
10379,3,.50132364,1,4,4,1,1,1,10,2
10379,3,1.3917532,1,4,4,1,1,1,10,10
10379,3,.88003141,1,4,4,1,1,1,10,7
10379,3,.28054115,1,4,4,1,1,1,10,4
10379,3,-.13187645,1,4,4,1,1,1,10,3
10379,3,.55741119,1,4,4,1,1,1,10,6
10379,3,.52525109,1,4,4,1,1,1,10,8
10380,3,-1.3910842,0,3,0,0,1,0,145,1
10380,3,-2.1767151,0,3,0,0,1,0,145,7
10380,3,-1.082969,0,3,0,0,1,0,145,2
10380,3,-2.2051394,0,3,0,0,1,0,145,6
10380,3,-2.0181918,0,3,0,0,1,0,145,5
10380,3,-2.3886921,0,3,0,0,1,0,145,8
10380,3,-2.0981004,0,3,0,0,1,0,145,3
10380,3,-.84495538,0,3,0,0,1,0,145,4
10382,3,.33627209,1,3,3,0,1,1,132,3
10382,3,-.54716808,1,3,3,0,1,1,132,9
10382,3,.86521113,1,3,3,0,1,1,132,8
10382,3,.88257045,1,3,3,0,1,1,132,5
10382,3,.12594432,1,3,3,0,1,1,132,1
10382,3,.88003141,1,3,3,0,1,1,132,7
10382,3,-.0016263996,1,3,3,0,1,1,132,2
10382,3,.86436123,1,3,3,0,1,1,132,6
10382,3,-.43977663,1,3,3,0,1,1,132,4
10382,3,-1.051559,1,3,3,0,1,1,132,10
10384,3,-.42332464,0,4,0,0,1,1,57,1
10384,3,1.5953627,0,4,0,0,1,1,57,10
10384,3,.24984862,0,4,0,0,1,1,57,2
10384,3,-1.2276242,0,4,0,0,1,1,57,4
10384,3,.053781211,0,4,0,0,1,1,57,5
10384,3,.0066752071,0,4,0,0,1,1,57,7
10384,3,.6844669,0,4,0,0,1,1,57,9
10384,3,-.10610329,0,4,0,0,1,1,57,8
10384,3,1.8655573,0,4,0,0,1,1,57,3
10384,3,-.056488961,0,4,0,0,1,1,57,6
10387,3,.55741119,0,2,0,0,0,0,207,6
10387,3,.053781211,0,2,0,0,0,0,207,5
10387,3,.52525109,0,2,0,0,0,0,207,8
10387,3,.5235315,0,2,0,0,0,0,207,3
10387,3,.41365662,0,2,0,0,0,0,207,1
10387,3,.37370649,0,2,0,0,0,0,207,10
10387,3,1.423448,0,2,0,0,0,0,207,9
10387,3,-.10221641,0,2,0,0,0,0,207,2
10387,3,.077951774,0,2,0,0,0,0,207,4
10387,3,.0066752071,0,2,0,0,0,0,207,7
10388,3,-.30084109,0,3,0,0,1,1,145,9
10388,3,.88003141,0,3,0,0,1,1,145,7
10388,3,.048668604,0,3,0,0,1,1,145,2
10388,3,.33627209,0,3,0,0,1,1,145,3
10388,3,-.1921674,0,3,0,0,1,1,145,4
10388,3,.2504611,0,3,0,0,1,1,145,6
10388,3,.23385675,0,3,0,0,1,1,145,8
10388,3,.073632985,0,3,0,0,1,1,145,1
10388,3,.88257045,0,3,0,0,1,1,145,5
10388,3,.37370649,0,3,0,0,1,1,145,10
10390,3,.1679915,0,2,0,0,0,1,207,4
10390,3,1.02289,0,2,0,0,0,1,207,3
10390,3,.72765112,0,2,0,0,0,1,207,2
10390,3,.17009714,0,2,0,0,0,1,207,10
10390,3,.86436123,0,2,0,0,0,1,207,6
10390,3,.86521113,0,2,0,0,0,1,207,8
10390,3,.88257045,0,2,0,0,0,1,207,5
10390,3,.6844669,0,2,0,0,0,1,207,9
10390,3,.88003141,0,2,0,0,0,1,207,7
10390,3,.8844586,0,2,0,0,0,1,207,1
10391,3,-.47563598,1,4,3,0,1,1,65,1
10391,3,-.69365472,1,4,3,0,1,1,65,3
10391,3,-.75491565,1,4,3,0,1,1,65,4
10391,3,-.1525114,1,4,3,0,1,1,65,2
10391,3,-.36343902,1,4,3,0,1,1,65,6
10391,3,1.3917532,1,4,3,0,1,1,65,10
10391,3,.46817583,1,4,3,0,1,1,65,5
10391,3,.93079394,1,4,3,0,1,1,65,9
10391,3,-.44606334,1,4,3,0,1,1,65,8
10391,3,.4433533,1,4,3,0,1,1,65,7
10392,3,.72765112,0,2,0,0,1,0,207,2
10392,3,-.64434028,0,2,0,0,1,0,207,10
10392,3,.86521113,0,2,0,0,1,0,207,8
10392,3,.88003141,0,2,0,0,1,0,207,7
10392,3,.86436123,0,2,0,0,1,0,207,6
10392,3,1.0683887,0,2,0,0,1,0,207,4
10392,3,.88257045,0,2,0,0,1,0,207,5
10392,3,.67521328,0,2,0,0,1,0,207,1
10392,3,.6844669,0,2,0,0,1,0,207,9
10392,3,-.038246747,0,2,0,0,1,0,207,3
10394,3,.57731587,0,3,0,1,1,1,111,10
10394,3,-2.0181918,0,3,0,1,1,1,111,5
10394,3,-.68060893,0,3,0,1,1,1,111,2
10394,3,-.13187645,0,3,0,1,1,1,111,3
10394,3,-.44606334,0,3,0,1,1,1,111,8
10394,3,1.423448,0,3,0,1,1,1,111,9
10394,3,-.36343902,0,3,0,1,1,1,111,6
10394,3,-1.5218626,0,3,0,1,1,1,111,1
10394,3,-.84495538,0,3,0,1,1,1,111,4
10394,3,-2.1767151,0,3,0,1,1,1,111,7
10395,3,1.3552606,1,4,4,1,1,1,10,1
10395,3,.37558612,1,4,4,1,1,1,10,2
10395,3,.86521113,1,4,4,1,1,1,10,8
10395,3,.88257045,1,4,4,1,1,1,10,5
10395,3,1.8787463,1,4,4,1,1,1,10,4
10395,3,-1.0398221,1,4,4,1,1,1,10,9
10395,3,.86436123,1,4,4,1,1,1,10,6
10395,3,.5235315,1,4,4,1,1,1,10,3
10395,3,.88003141,1,4,4,1,1,1,10,7
10395,3,-1.2551683,1,4,4,1,1,1,10,10
10397,3,-.23712157,1,2,2,1,1,0,175,10
10397,3,-.30084109,1,2,2,1,1,0,175,9
10398,3,-1.3851937,1,1,1,0,1,0,287,4
10398,3,.32529113,1,1,1,0,1,0,287,2
10398,3,-.79349512,1,1,1,0,1,0,287,9
10398,3,.46817583,1,1,1,0,1,0,287,5
10398,3,1.3917532,1,1,1,0,1,0,287,10
10398,3,.55741119,1,1,1,0,1,0,287,6
10398,3,.52525109,1,1,1,0,1,0,287,8
10398,3,.4433533,1,1,1,0,1,0,287,7
10400,3,-.91248518,0,1,0,1,1,0,244,4
10400,3,.46817583,0,1,0,1,1,0,244,5
10400,3,.86521113,0,1,0,1,1,0,244,8
10400,3,.24984862,0,1,0,1,1,0,244,2
10400,3,-.18792367,0,1,0,1,1,0,244,1
10400,3,.4433533,0,1,0,1,1,0,244,7
10400,3,.86436123,0,1,0,1,1,0,244,6
10400,3,.18022257,0,1,0,1,1,0,244,3
10400,3,.1918129,0,1,0,1,1,0,244,9
10400,3,.98453456,0,1,0,1,1,0,244,10
10402,3,1.1460153,0,2,0,1,1,1,223,1
10402,3,-.58001894,0,2,0,1,1,1,223,2
10402,3,.7532497,0,2,0,1,1,1,223,4
10402,3,-.75607455,0,2,0,1,1,1,223,3
10403,3,.86521113,0,2,0,1,0,1,182,8
10403,3,3.0030675,0,2,0,1,0,1,182,1
10403,3,2.5521753,0,2,0,1,0,1,182,3
10403,3,1.8844362,0,2,0,1,0,1,182,2
10403,3,2.9817328,0,2,0,1,0,1,182,4
10403,3,.86436123,0,2,0,1,0,1,182,6
10403,3,.88257045,0,2,0,1,0,1,182,5
10403,3,-.23712157,0,2,0,1,0,1,182,10
10403,3,.88003141,0,2,0,1,0,1,182,7
10403,3,-.54716808,0,2,0,1,0,1,182,9
10405,3,-1.0510606,0,2,0,0,1,1,156,1
10405,3,.6844669,0,2,0,0,1,1,156,9
10405,3,.17009714,0,2,0,0,1,1,156,10
10405,3,.46817583,0,2,0,0,1,1,156,5
10405,3,.4433533,0,2,0,0,1,1,156,7
10405,3,.2504611,0,2,0,0,1,1,156,6
10405,3,-.63123488,0,2,0,0,1,1,156,3
10405,3,.23385675,0,2,0,0,1,1,156,8
10405,3,-.20280641,0,2,0,0,1,1,156,2
10405,3,-.68738586,0,2,0,0,1,1,156,4
10407,3,-.78119898,0,3,0,1,0,0,83,2
10407,3,-.13561234,0,3,0,1,0,0,83,1
10407,3,-.30084109,0,3,0,1,0,0,83,9
10407,3,.88257045,0,3,0,1,0,0,83,5
10407,3,-.36343902,0,3,0,1,0,0,83,6
10407,3,-.44606334,0,3,0,1,0,0,83,8
10407,3,-.033512216,0,3,0,1,0,0,83,10
10407,3,-.13187645,0,3,0,1,0,0,83,3
10407,3,.88003141,0,3,0,1,0,0,83,7
10407,3,-.28220713,0,3,0,1,0,0,83,4
10410,3,-.64434028,1,1,1,1,0,1,305,10
10410,3,-.79349512,1,1,1,1,0,1,305,9
10410,3,-.69365472,1,1,1,1,0,1,305,3
10410,3,.4433533,1,1,1,1,0,1,305,7
10410,3,-.32854393,1,1,1,1,0,1,305,2
10410,3,.12594432,1,1,1,1,0,1,305,1
10410,3,-.056488961,1,1,1,1,0,1,305,6
10410,3,-.10610329,1,1,1,1,0,1,305,8
10410,3,.46817583,1,1,1,1,0,1,305,5
10410,3,1.0683887,1,1,1,1,0,1,305,4
10413,3,.1918129,0,2,0,0,1,1,222,9
10413,3,-.056488961,0,2,0,0,1,1,222,6
10413,3,-1.6037972,0,2,0,0,1,1,222,5
10413,3,-.55487144,0,2,0,0,1,1,222,2
10413,3,-1.0700547,0,2,0,0,1,1,222,4
10413,3,.78092521,0,2,0,0,1,1,222,10
10413,3,-1.9141976,0,2,0,0,1,1,222,1
10413,3,-1.1618032,0,2,0,0,1,1,222,3
10413,3,-.10610329,0,2,0,0,1,1,222,8
10413,3,-1.7400372,0,2,0,0,1,1,222,7
10416,3,.78092521,0,3,0,1,1,0,105,10
10416,3,-.47518539,0,3,0,1,1,0,105,3
10416,3,-.4300029,0,3,0,1,1,0,105,7
10416,3,-.01208795,0,3,0,1,1,0,105,4
10416,3,-.13561234,0,3,0,1,1,0,105,1
10416,3,-.54716808,0,3,0,1,1,0,105,9
10416,3,.55741119,0,3,0,1,1,0,105,6
10416,3,-.10221641,0,3,0,1,1,0,105,2
10416,3,-.36061341,0,3,0,1,1,0,105,5
10416,3,.52525109,0,3,0,1,1,0,105,8
10419,3,-2.2146065,0,1,0,0,1,0,264,2
10419,3,-1.3910842,0,1,0,0,1,0,264,1
10419,3,-.64434028,0,1,0,0,1,0,264,10
10419,3,-2.2714572,0,1,0,0,1,0,264,9
10419,3,-2.4325864,0,1,0,0,1,0,264,5
10419,3,-1.0993835,0,1,0,0,1,0,264,3
10419,3,-.68738586,0,1,0,0,1,0,264,4
10419,3,-2.6133933,0,1,0,0,1,0,264,7
10419,3,-2.6800866,0,1,0,0,1,0,264,8
10419,3,-2.5120895,0,1,0,0,1,0,264,6
10420,3,-.32854393,0,1,0,0,1,0,285,2
10420,3,1.1881438,0,1,0,0,1,0,285,10
10420,3,-.36343902,0,1,0,0,1,0,285,6
10420,3,-1.6037972,0,1,0,0,1,0,285,5
10420,3,.43813992,0,1,0,0,1,0,285,9
10420,3,-1.1556833,0,1,0,0,1,0,285,1
10420,3,-.44606334,0,1,0,0,1,0,285,8
10420,3,-.69365472,0,1,0,0,1,0,285,3
10420,3,-1.7400372,0,1,0,0,1,0,285,7
10420,3,-1.0700547,0,1,0,0,1,0,285,4
10421,3,-.10610329,0,1,0,0,1,0,295,8
10421,3,-.37224683,0,1,0,0,1,0,295,4
10421,3,-.056488961,0,1,0,0,1,0,295,6
10421,3,-.42913392,0,1,0,0,1,0,295,2
10421,3,-.68488127,0,1,0,0,1,0,295,1
10421,3,-.36061341,0,1,0,0,1,0,295,5
10421,3,-.4300029,0,1,0,0,1,0,295,7
10421,3,.98453456,0,1,0,0,1,0,295,10
10421,3,-.35034579,0,1,0,0,1,0,295,3
10421,3,.1918129,0,1,0,0,1,0,295,9
10423,3,-.30084109,1,1,1,0,1,0,271,9
10423,3,1.3917532,1,1,1,0,1,0,271,10
10425,3,-.84794962,0,4,1,0,1,1,7,10
10425,3,-1.7400372,0,4,1,0,1,1,7,7
10425,3,-1.2603059,0,4,1,0,1,1,7,1
10425,3,-1.6037972,0,4,1,0,1,1,7,5
10425,3,-1.9420508,0,4,1,0,1,1,7,3
10425,3,-1.5912393,0,4,1,0,1,1,7,6
10425,3,-1.7087721,0,4,1,0,1,1,7,8
10425,3,-.84495538,0,4,1,0,1,1,7,4
10425,3,.1918129,0,4,1,0,1,1,7,9
10425,3,-1.7619516,0,4,1,0,1,1,7,2
10426,3,-.033512216,1,3,3,0,1,1,142,10
10426,3,-2.0888691,1,3,3,0,1,1,142,2
10426,3,-3.3600066,1,3,3,0,1,1,142,8
10426,3,-3.1259897,1,3,3,0,1,1,142,6
10426,3,-1.1375844,1,3,3,0,1,1,142,4
10426,3,-1.7235816,1,3,3,0,1,1,142,3
10426,3,-1.0772163,1,3,3,0,1,1,142,1
