stdntid,grade,outcome,issmall,yearsstar,yearssmall,iswhite,isfreelunch,isfemale,f
11914,3,100,1,4,4,1,0,1,7
11914,3,10,1,4,4,1,0,1,5
11914,3,.7532497,1,4,4,1,0,1,4
11914,3,1.5222484,1,4,4,1,0,1,3
11914,3,100,1,4,4,1,0,1,8
11914,3,15,1,4,4,1,0,1,6
11914,3,1.0675483,1,4,4,1,0,1,1
11914,3,.57676613,1,4,4,1,0,1,2
11914,3,40,1,4,4,1,0,1,10
11916,3,.32529113,0,4,2,1,0,1,2
11916,3,39,0,4,2,1,0,1,10
11916,3,9,0,4,2,1,0,1,5
11916,3,-.18792367,0,4,2,1,0,1,1
11916,3,.27385229,0,4,2,1,0,1,3
11916,3,15,0,4,2,1,0,1,6
11916,3,90,0,4,2,1,0,1,7
11916,3,-.59734613,0,4,2,1,0,1,4
11916,3,100,0,4,2,1,0,1,8
11917,3,-2.038574,0,4,0,0,1,0,2
11917,3,42,0,4,0,0,1,0,10
11917,3,5,0,4,0,0,1,0,6
11917,3,33,0,4,0,0,1,0,8
11917,3,40,0,4,0,0,1,0,7
11917,3,4,0,4,0,0,1,0,5
11917,3,-.52981639,0,4,0,0,1,0,4
11917,3,-1.0510606,0,4,0,0,1,0,1
11917,3,-1.7860013,0,4,0,0,1,0,3
11918,3,93,1,1,1,1,1,0,8
11918,3,.41365662,1,1,1,1,1,0,1
11918,3,.50132364,1,1,1,1,1,0,2
11918,3,.33627209,1,1,1,1,1,0,3
11918,3,4,1,1,1,1,1,0,5
11918,3,14,1,1,1,1,1,0,6
11918,3,1.0683887,1,1,1,1,1,0,4
11918,3,41,1,1,1,1,1,0,10
11918,3,40,1,1,1,1,1,0,7
11919,3,100,1,4,4,1,0,0,8
11919,3,2.1107638,1,4,4,1,0,0,2
11919,3,47,1,4,4,1,0,0,10
11919,3,1.9045296,1,4,4,1,0,0,1
11919,3,10,1,4,4,1,0,0,5
11919,3,3.3636327,1,4,4,1,0,0,3
11919,3,15,1,4,4,1,0,0,6
11919,3,100,1,4,4,1,0,0,7
11919,3,1.2709781,1,4,4,1,0,0,4
11920,3,1.8844362,1,4,4,1,0,0,2
11920,3,.61716121,1,4,4,1,0,0,3
11920,3,100,1,4,4,1,0,0,8
11920,3,2.0876191,1,4,4,1,0,0,1
11920,3,15,1,4,4,1,0,0,6
11920,3,2.9817328,1,4,4,1,0,0,4
11920,3,100,1,4,4,1,0,0,7
11920,3,10,1,4,4,1,0,0,5
11920,3,36,1,4,4,1,0,0,10
11922,3,-1.3176639,1,1,1,1,0,0,4
11922,3,-1.0772163,1,1,1,1,0,0,1
11922,3,44,1,1,1,1,0,0,10
11922,3,.50132364,1,1,1,1,0,0,2
11923,3,13,0,3,0,1,1,1,6
11923,3,10,0,3,0,1,1,1,5
11923,3,.14925861,0,3,0,1,1,1,2
11923,3,.48313054,0,3,0,1,1,1,4
11923,3,.71079093,0,3,0,1,1,1,3
11923,3,87,0,3,0,1,1,1,8
11923,3,42,0,3,0,1,1,1,10
11924,3,1.0797162,0,3,0,1,0,0,2
11924,3,1.1460153,0,3,0,1,0,0,1
11924,3,15,0,3,0,1,0,0,6
11924,3,1.3974088,0,3,0,1,0,0,3
11924,3,45,0,3,0,1,0,0,10
11924,3,100,0,3,0,1,0,0,8
11924,3,100,0,3,0,1,0,0,7
11924,3,1.2709781,0,3,0,1,0,0,4
11924,3,10,0,3,0,1,0,0,5
11926,3,-.68060893,0,4,0,1,0,0,2
11926,3,48,0,4,0,1,0,0,10
11926,3,12,0,4,0,1,0,0,6
11926,3,.46596795,0,4,0,1,0,0,1
11926,3,1.2413592,0,4,0,1,0,0,3
11926,3,9,0,4,0,1,0,0,5
11926,3,90,0,4,0,1,0,0,7
11926,3,80,0,4,0,1,0,0,8
11926,3,.7532497,0,4,0,1,0,0,4
11927,3,48,1,4,4,1,0,0,10
11927,3,1.1460153,1,4,4,1,0,0,1
11927,3,10,1,4,4,1,0,0,5
11927,3,1.8787463,1,4,4,1,0,0,4
11927,3,1.0797162,1,4,4,1,0,0,2
11927,3,100,1,4,4,1,0,0,7
11927,3,100,1,4,4,1,0,0,8
11927,3,2.271286,1,4,4,1,0,0,3
11927,3,15,1,4,4,1,0,0,6
11928,3,-1.1618032,0,3,0,1,0,1,3
11928,3,-.73719263,0,3,0,1,0,1,1
11928,3,-.37224683,0,3,0,1,0,1,4
11928,3,-.90693647,0,3,0,1,0,1,2
11928,3,46,0,3,0,1,0,1,10
11929,3,11,0,3,0,0,1,0,6
11929,3,-1.5675321,0,3,0,0,1,0,3
11929,3,60,0,3,0,0,1,0,7
11929,3,73,0,3,0,0,1,0,8
11929,3,6,0,3,0,0,1,0,5
11929,3,-.37883893,0,3,0,0,1,0,2
11929,3,-1.3176639,0,3,0,0,1,0,4
11929,3,-1.4695512,0,3,0,0,1,0,1
11929,3,46,0,3,0,0,1,0,10
11930,3,-.37224683,0,3,2,1,1,0,4
11930,3,51,0,3,2,1,1,0,10
11930,3,.61716121,0,3,2,1,1,0,3
11930,3,.021321654,0,3,2,1,1,0,1
11930,3,-.47942892,0,3,2,1,1,0,2
11930,3,13,0,3,2,1,1,0,6
11930,3,87,0,3,2,1,1,0,8
11930,3,90,0,3,2,1,1,0,7
11930,3,9,0,3,2,1,1,0,5
11931,3,34,0,2,0,0,0,0,10
11931,3,.5235315,0,2,0,0,0,0,3
11931,3,.80599159,0,2,0,0,0,0,1
11931,3,13,0,2,0,0,0,0,6
11931,3,9,0,2,0,0,0,0,5
11931,3,.57676613,0,2,0,0,0,0,2
11931,3,.48313054,0,2,0,0,0,0,4
11931,3,87,0,2,0,0,0,0,8
11931,3,90,0,2,0,0,0,0,7
11932,3,.50132364,0,2,0,0,1,1,2
11932,3,93,0,2,0,0,1,1,8
11932,3,90,0,2,0,0,1,1,7
11932,3,9,0,2,0,0,1,1,5
11932,3,.021321654,0,2,0,0,1,1,1
11932,3,-.1921674,0,2,0,0,1,1,4
11932,3,-.75607455,0,2,0,0,1,1,3
11932,3,14,0,2,0,0,1,1,6
11932,3,40,0,2,0,0,1,1,10
11934,3,15,1,4,2,1,1,1,6
11934,3,.87853616,1,4,2,1,1,1,2
11934,3,.59674627,1,4,2,1,1,1,1
11934,3,100,1,4,2,1,1,1,8
11934,3,.61819011,1,4,2,1,1,1,4
11934,3,44,1,4,2,1,1,1,10
11934,3,9,1,4,2,1,1,1,5
11934,3,1.2413592,1,4,2,1,1,1,3
11934,3,90,1,4,2,1,1,1,7
11936,3,-1.7311078,0,3,0,1,1,0,1
11936,3,.33627209,0,3,0,1,1,0,3
11936,3,8,0,3,0,1,1,0,6
11936,3,-1.5652732,0,3,0,1,1,0,4
11936,3,43,0,3,0,1,1,0,10
11936,3,53,0,3,0,1,1,0,8
11936,3,2,0,3,0,1,1,0,5
11936,3,-1.1584115,0,3,0,1,1,0,2
11936,3,20,0,3,0,1,1,0,7
11940,3,14,1,4,4,1,0,0,6
11940,3,-.25310141,1,4,4,1,0,0,2
11940,3,100,1,4,4,1,0,0,7
11940,3,93,1,4,4,1,0,0,8
11940,3,.28054115,1,4,4,1,0,0,4
11940,3,35,1,4,4,1,0,0,10
11940,3,.8844586,1,4,4,1,0,0,1
11940,3,10,1,4,4,1,0,0,5
11941,3,-.25671607,0,3,0,1,1,1,3
11941,3,-.18792367,0,3,0,1,1,1,1
11941,3,42,0,3,0,1,1,1,10
11941,3,-.68738586,0,3,0,1,1,1,4
11941,3,60,0,3,0,1,1,1,8
11941,3,9,0,3,0,1,1,1,6
11941,3,-1.4601815,0,3,0,1,1,1,2
11941,3,90,0,3,0,1,1,1,7
11941,3,9,0,3,0,1,1,1,5
11944,3,-1.0369637,0,4,1,0,1,0,3
11944,3,40,0,4,1,0,1,0,7
11944,3,-1.1375844,0,4,1,0,1,0,4
11944,3,-.63031393,0,4,1,0,1,0,2
11944,3,13,0,4,1,0,1,0,6
11944,3,87,0,4,1,0,1,0,8
11944,3,-1.2079946,0,4,1,0,1,0,1
11944,3,4,0,4,1,0,1,0,5
11944,3,45,0,4,1,0,1,0,10
11945,3,4,0,3,0,1,1,0,5
11945,3,-.28220713,0,3,0,1,1,0,4
11945,3,10,0,3,0,1,1,0,6
11945,3,38,0,3,0,1,1,0,10
11947,3,-.98237896,1,3,3,1,1,0,2
11947,3,-1.2276242,1,3,3,1,1,0,4
11947,3,9,1,3,3,1,1,0,6
11947,3,9,1,3,3,1,1,0,5
11947,3,-.68488127,1,3,3,1,1,0,1
11947,3,90,1,3,3,1,1,0,7
11947,3,46,1,3,3,1,1,0,10
11947,3,60,1,3,3,1,1,0,8
11947,3,-.41276559,1,3,3,1,1,0,3
11949,3,.021321654,0,4,0,1,0,0,1
11949,3,-.41276559,0,4,0,1,0,0,3
11949,3,.19955361,0,4,0,1,0,0,2
11949,3,-.01208795,0,4,0,1,0,0,4
11949,3,48,0,4,0,1,0,0,10
11950,3,-.37224683,0,1,0,1,1,0,4
11950,3,-1.0772163,0,1,0,1,1,0,1
11950,3,93,0,1,0,1,1,0,8
11950,3,70,0,1,0,1,1,0,7
11950,3,14,0,1,0,1,1,0,6
11950,3,-.53760523,0,1,0,1,1,0,3
11950,3,41,0,1,0,1,1,0,10
11950,3,7,0,1,0,1,1,0,5
11950,3,.098963603,0,1,0,1,1,0,2
11952,3,.65220863,0,4,0,1,0,0,2
11952,3,100,0,4,0,1,0,0,7
11952,3,-.240235,0,4,0,1,0,0,1
11952,3,10,0,4,0,1,0,0,5
11952,3,46,0,4,0,1,0,0,10
11952,3,15,0,4,0,1,0,0,6
11952,3,2.271286,0,4,0,1,0,0,3
11952,3,-.75491565,0,4,0,1,0,0,4
11952,3,100,0,4,0,1,0,0,8
11953,3,1.9045296,0,3,0,1,0,1,1
11953,3,100,0,3,0,1,0,1,7
11953,3,10,0,3,0,1,0,1,5
11953,3,100,0,3,0,1,0,1,8
11953,3,1.1803062,0,3,0,1,0,1,2
11953,3,1.1477295,0,3,0,1,0,1,3
11953,3,1.5410973,0,3,0,1,0,1,4
11953,3,45,0,3,0,1,0,1,10
11953,3,15,0,3,0,1,0,1,6
11954,3,-.81849432,1,3,3,1,0,1,3
11954,3,-.030989677,1,3,3,1,0,1,1
11954,3,13,1,3,3,1,0,1,6
11954,3,44,1,3,3,1,0,1,10
11954,3,87,1,3,3,1,0,1,8
11954,3,9,1,3,3,1,0,1,5
11954,3,-.1921674,1,3,3,1,0,1,4
11954,3,-.55487144,1,3,3,1,0,1,2
11954,3,90,1,3,3,1,0,1,7
11955,3,.48313054,0,2,0,1,0,1,4
11955,3,42,0,2,0,1,0,1,10
11955,3,-.25671607,0,2,0,1,0,1,3
11955,3,90,0,2,0,1,0,1,7
11955,3,15,0,2,0,1,0,1,6
11955,3,9,0,2,0,1,0,1,5
11955,3,100,0,2,0,1,0,1,8
11955,3,.8844586,0,2,0,1,0,1,1
11955,3,.80309367,0,2,0,1,0,1,2
11956,3,-.20280641,0,4,0,1,1,1,2
11956,3,100,0,4,0,1,1,1,7
11956,3,.61819011,0,4,0,1,1,1,4
11956,3,-.038246747,0,4,0,1,1,1,3
11956,3,10,0,4,0,1,1,1,5
11956,3,9,0,4,0,1,1,1,6
11956,3,.67521328,0,4,0,1,1,1,1
11956,3,37,0,4,0,1,1,1,10
11956,3,60,0,4,0,1,1,1,8
11959,3,1.8844362,0,4,0,1,0,0,2
11959,3,1.2413592,0,4,0,1,0,0,3
11959,3,100,0,4,0,1,0,0,8
11959,3,70,0,4,0,1,0,0,7
11959,3,-.10212767,0,4,0,1,0,0,4
11959,3,15,0,4,0,1,0,0,6
11959,3,7,0,4,0,1,0,0,5
11959,3,44,0,4,0,1,0,0,10
11959,3,-.47563598,0,4,0,1,0,0,1
11960,3,-.37101331,0,3,0,1,0,1,1
11960,3,15,0,3,0,1,0,1,6
11960,3,.37558612,0,3,0,1,0,1,2
11960,3,100,0,3,0,1,0,1,8
11960,3,-.75491565,0,3,0,1,0,1,4
11960,3,8,0,3,0,1,0,1,5
11960,3,1.02289,0,3,0,1,0,1,3
11960,3,49,0,3,0,1,0,1,10
11960,3,80,0,3,0,1,0,1,7
11962,3,-1.5218626,0,3,0,1,1,1,1
11962,3,13,0,3,0,1,1,1,8
11962,3,-.25671607,0,3,0,1,1,1,3
11962,3,2,0,3,0,1,1,1,6
11962,3,-1.6553129,0,3,0,1,1,1,4
11962,3,-2.139164,0,3,0,1,1,1,2
11962,3,38,0,3,0,1,1,1,10
11962,3,40,0,3,0,1,1,1,7
11962,3,4,0,3,0,1,1,1,5
11963,3,.33518964,0,2,0,1,0,1,1
11963,3,-.37883893,0,2,0,1,0,1,2
11963,3,-.53760523,0,2,0,1,0,1,3
11963,3,93,0,2,0,1,0,1,8
11963,3,14,0,2,0,1,0,1,6
11963,3,.7532497,0,2,0,1,0,1,4
11963,3,100,0,2,0,1,0,1,7
11963,3,37,0,2,0,1,0,1,10
11963,3,10,0,2,0,1,0,1,5
11966,3,40,0,3,0,1,0,0,10
11966,3,1,0,3,0,1,0,0,6
11966,3,-1.6553129,0,3,0,1,0,0,4
11966,3,0,0,3,0,1,0,0,5
11967,3,43,1,4,4,1,0,1,10
11967,3,.28287831,1,4,4,1,0,1,1
11967,3,13,1,4,4,1,0,1,6
11967,3,-.47942892,1,4,4,1,0,1,2
11967,3,90,1,4,4,1,0,1,7
11967,3,1.02289,1,4,4,1,0,1,3
11967,3,9,1,4,4,1,0,1,5
11967,3,-.28220713,1,4,4,1,0,1,4
11967,3,87,1,4,4,1,0,1,8
11968,3,.89805037,0,1,0,1,0,0,3
11968,3,-.01208795,0,1,0,1,0,0,4
11968,3,44,0,1,0,1,0,0,10
11968,3,-.10221641,0,1,0,1,0,0,2
11968,3,8,0,1,0,1,0,0,5
11968,3,-.13561234,0,1,0,1,0,0,1
11968,3,13,0,1,0,1,0,0,6
11968,3,80,0,1,0,1,0,0,7
11968,3,87,0,1,0,1,0,0,8
11970,3,49,1,4,4,1,1,1,10
11970,3,7,1,4,4,1,1,1,6
11970,3,3,1,4,4,1,1,1,5
11970,3,-1.0025249,1,4,4,1,1,1,4
11971,3,14,0,3,0,1,1,1,6
11971,3,8,0,3,0,1,1,1,5
11971,3,-.37224683,0,3,0,1,1,1,4
11971,3,39,0,3,0,1,1,1,10
11972,3,-1.0025249,0,2,0,1,0,0,4
11972,3,15,0,2,0,1,0,0,6
11972,3,51,0,2,0,1,0,0,10
11972,3,-.42332464,0,2,0,1,0,0,1
11972,3,.24984862,0,2,0,1,0,0,2
11972,3,100,0,2,0,1,0,0,7
11972,3,10,0,2,0,1,0,0,5
11972,3,1.02289,0,2,0,1,0,0,3
11972,3,100,0,2,0,1,0,0,8
11973,3,-.90693647,0,4,0,1,0,1,2
11973,3,48,0,4,0,1,0,1,10
11973,3,-.18792367,0,4,0,1,0,1,1
11973,3,8,0,4,0,1,0,1,5
11973,3,-.19429627,0,4,0,1,0,1,3
11973,3,80,0,4,0,1,0,1,7
11973,3,10,0,4,0,1,0,1,6
11973,3,67,0,4,0,1,0,1,8
11973,3,.077951774,0,4,0,1,0,1,4
11974,3,.27385229,1,4,4,1,0,0,3
11974,3,.021321654,1,4,4,1,0,0,1
11974,3,.80309367,1,4,4,1,0,0,2
11974,3,100,1,4,4,1,0,0,7
11974,3,100,1,4,4,1,0,0,8
11974,3,10,1,4,4,1,0,0,5
11974,3,15,1,4,4,1,0,0,6
11974,3,42,1,4,4,1,0,0,10
11974,3,-.1921674,1,4,4,1,0,0,4
11976,3,45,0,4,0,1,0,0,10
11976,3,-1.2276242,0,4,0,1,0,0,4
11976,3,1,0,4,0,1,0,0,5
11976,3,12,0,4,0,1,0,0,6
11979,3,2.3873863,1,4,4,1,0,0,2
11979,3,15,1,4,4,1,0,0,6
11979,3,.89805037,1,4,4,1,0,0,3
11979,3,1.5410973,1,4,4,1,0,0,4
11979,3,10,1,4,4,1,0,0,5
11979,3,100,1,4,4,1,0,0,7
11979,3,.073632985,1,4,4,1,0,0,1
11979,3,39,1,4,4,1,0,0,10
11979,3,100,1,4,4,1,0,0,8
11980,3,-.42332464,0,4,0,1,0,1,1
11980,3,13,0,4,0,1,0,1,6
11980,3,7,0,4,0,1,0,1,5
11980,3,-1.0578215,0,4,0,1,0,1,2
11980,3,-.6936547199999999,0,4,0,1,0,1,3
11980,3,-.28220713,0,4,0,1,0,1,4
11980,3,70,0,4,0,1,0,1,7
11980,3,41,0,4,0,1,0,1,10
11980,3,87,0,4,0,1,0,1,8
11981,3,-.9202823,0,2,1,1,1,1,1
11981,3,7,0,2,1,1,1,1,5
11981,3,11,0,2,1,1,1,1,6
11981,3,-.68738586,0,2,1,1,1,1,4
11981,3,-.32854393,0,2,1,1,1,1,2
11981,3,73,0,2,1,1,1,1,8
11981,3,70,0,2,1,1,1,1,7
11981,3,51,0,2,1,1,1,1,10
11981,3,-.88091415,0,2,1,1,1,1,3
11982,3,-.25310141,0,1,0,1,1,1,2
11982,3,73,0,1,0,1,1,1,8
11982,3,-.13187645,0,1,0,1,1,1,3
11982,3,-.86797094,0,1,0,1,1,1,1
11982,3,11,0,1,0,1,1,1,6
11982,3,-1.0025249,0,1,0,1,1,1,4
11982,3,90,0,1,0,1,1,1,7
11982,3,9,0,1,0,1,1,1,5
11982,3,47,0,1,0,1,1,1,10
11984,3,4,0,3,2,1,1,1,6
11984,3,40,0,3,2,1,1,1,10
11984,3,-1.8353924,0,3,2,1,1,1,4
11984,3,1,0,3,2,1,1,1,5
11986,3,41,0,2,0,1,0,0,10
11986,3,15,0,2,0,1,0,0,6
11986,3,90,0,2,0,1,0,0,7
11986,3,100,0,2,0,1,0,0,8
11986,3,1.1803062,0,2,0,1,0,0,2
11986,3,-.13187645,0,2,0,1,0,0,3
11986,3,9,0,2,0,1,0,0,5
11986,3,-.083301008,0,2,0,1,0,0,1
11986,3,.61819011,0,2,0,1,0,0,4
11988,3,1.0675483,0,4,0,1,0,1,1
11988,3,1.1803062,0,4,0,1,0,1,2
11988,3,100,0,4,0,1,0,1,7
11988,3,10,0,4,0,1,0,1,5
11988,3,100,0,4,0,1,0,1,8
11988,3,1.2709781,0,4,0,1,0,1,4
11988,3,15,0,4,0,1,0,1,6
11988,3,.71079093,0,4,0,1,0,1,3
11988,3,49,0,4,0,1,0,1,10
11989,3,-1.0369637,0,4,0,0,1,0,3
11989,3,-.73719263,0,4,0,0,1,0,1
11989,3,-.43977663,0,4,0,0,1,0,4
11989,3,42,0,4,0,0,1,0,10
11989,3,-.55487144,0,4,0,0,1,0,2
11989,3,13,0,4,0,0,1,0,6
11989,3,5,0,4,0,0,1,0,5
11989,3,87,0,4,0,0,1,0,8
11989,3,50,0,4,0,0,1,0,7
11990,3,8,0,4,0,1,0,1,5
11990,3,93,0,4,0,1,0,1,8
11990,3,-.86797094,0,4,0,1,0,1,1
11990,3,14,0,4,0,1,0,1,6
11990,3,-.25671607,0,4,0,1,0,1,3
11990,3,49,0,4,0,1,0,1,10
11990,3,-1.0025249,0,4,0,1,0,1,4
11990,3,-.1525114,0,4,0,1,0,1,2
11990,3,80,0,4,0,1,0,1,7
11991,3,15,1,4,4,1,0,0,6
11991,3,-.28220713,1,4,4,1,0,0,4
11991,3,.80442065,1,4,4,1,0,0,3
11991,3,100,1,4,4,1,0,0,7
11991,3,10,1,4,4,1,0,0,5
11991,3,1.1803062,1,4,4,1,0,0,2
11991,3,100,1,4,4,1,0,0,8
11991,3,.073632985,1,4,4,1,0,0,1
11991,3,51,1,4,4,1,0,0,10
11992,3,15,1,4,4,1,0,0,6
11992,3,.098963603,1,4,4,1,0,0,2
11992,3,10,1,4,4,1,0,0,5
11992,3,.61819011,1,4,4,1,0,0,4
11992,3,100,1,4,4,1,0,0,7
11992,3,35,1,4,4,1,0,0,10
11992,3,100,1,4,4,1,0,0,8
11992,3,1.2506379,1,4,4,1,0,0,1
11992,3,.80442065,1,4,4,1,0,0,3
11993,3,46,0,3,0,0,1,0,10
11993,3,-.58001894,0,3,0,0,1,0,2
11993,3,4,0,3,0,0,1,0,5
11993,3,10,0,3,0,0,1,0,6
11993,3,-1.3490627,0,3,0,0,1,0,3
11993,3,-.65872562,0,3,0,0,1,0,1
11993,3,-.10212767,0,3,0,0,1,0,4
11993,3,67,0,3,0,0,1,0,8
11993,3,40,0,3,0,0,1,0,7
11995,3,10,0,4,0,1,1,0,6
11995,3,.23056698,0,4,0,1,1,0,1
11995,3,67,0,4,0,1,1,0,8
11995,3,90,0,4,0,1,1,0,7
11995,3,.077951774,0,4,0,1,1,0,4
11995,3,46,0,4,0,1,1,0,10
11995,3,-.75607455,0,4,0,1,1,0,3
11995,3,9,0,4,0,1,1,0,5
11995,3,-.47942892,0,4,0,1,1,0,2
11996,3,-.94643795,0,3,0,1,0,0,1
11996,3,-1.6613615,0,3,0,1,0,0,2
11996,3,-.91248518,0,3,0,1,0,0,4
11996,3,50,0,3,0,1,0,0,10
11996,3,5,0,3,0,1,0,0,5
11996,3,33,0,3,0,1,0,0,8
11996,3,50,0,3,0,1,0,0,7
11996,3,5,0,3,0,1,0,0,6
11996,3,-1.2866429,0,3,0,1,0,0,3
11997,3,40,0,3,0,0,1,1,7
11997,3,-1.1618032,0,3,0,0,1,1,3
11997,3,-1.3176639,0,3,0,0,1,1,4
11997,3,8,0,3,0,0,1,1,6
11997,3,4,0,3,0,0,1,1,5
11997,3,-1.8357306,0,3,0,0,1,1,1
11997,3,-.98237896,0,3,0,0,1,1,2
11997,3,42,0,3,0,0,1,1,10
11997,3,53,0,3,0,0,1,1,8
11998,3,93,0,4,0,1,1,0,8
11998,3,10,0,4,0,1,1,0,5
11998,3,100,0,4,0,1,1,0,7
11998,3,45,0,4,0,1,1,0,10
11998,3,.33627209,0,4,0,1,1,0,3
11998,3,14,0,4,0,1,1,0,6
11998,3,.65220863,0,4,0,1,1,0,2
11998,3,1.5410973,0,4,0,1,1,0,4
11998,3,1.7475955,0,4,0,1,1,0,1
11999,3,49,0,4,0,1,0,1,10
11999,3,.28054115,0,4,0,1,0,1,4
11999,3,2.0528169,0,4,0,1,0,1,3
11999,3,10,0,4,0,1,0,1,5
11999,3,100,0,4,0,1,0,1,8
11999,3,15,0,4,0,1,0,1,6
11999,3,.80599159,0,4,0,1,0,1,1
11999,3,.87853616,0,4,0,1,0,1,2
11999,3,100,0,4,0,1,0,1,7
12000,3,80,0,4,0,1,1,0,7
12000,3,-.63031393,0,4,0,1,1,0,2
12000,3,-.28220713,0,4,0,1,1,0,4
12000,3,53,0,4,0,1,1,0,8
12000,3,-.6312348800000001,0,4,0,1,1,0,3
12000,3,33,0,4,0,1,1,0,10
12000,3,-.73719263,0,4,0,1,1,0,1
12000,3,8,0,4,0,1,1,0,5
12000,3,8,0,4,0,1,1,0,6
12002,3,2,1,4,4,1,1,0,6
12002,3,2,1,4,4,1,1,0,5
12002,3,-1.7228427,1,4,4,1,1,0,4
12002,3,45,1,4,4,1,1,0,10
12004,3,1.1477295,0,3,0,1,1,0,3
12004,3,40,0,3,0,1,1,0,10
12004,3,.19955361,0,3,0,1,1,0,2
12004,3,13,0,3,0,1,1,0,6
12004,3,1.0683887,0,3,0,1,1,0,4
12004,3,87,0,3,0,1,1,0,8
12004,3,9,0,3,0,1,1,0,5
12004,3,90,0,3,0,1,1,0,7
12004,3,.67521328,0,3,0,1,1,0,1
12005,3,100,0,4,1,1,0,1,8
12005,3,-.20280641,0,4,1,1,0,1,2
12005,3,.077951774,0,4,1,1,0,1,4
12005,3,15,0,4,1,1,0,1,6
12005,3,10,0,4,1,1,0,1,5
12005,3,-.35034579,0,4,1,1,0,1,3
12005,3,100,0,4,1,1,0,1,7
12005,3,46,0,4,1,1,0,1,10
12005,3,.23056698,0,4,1,1,0,1,1
12006,3,9,1,2,2,0,0,0,5
12006,3,-.038246747,1,2,2,0,0,0,3
12006,3,90,1,2,2,0,0,0,7
12006,3,-.52981639,1,2,2,0,0,0,4
12006,3,-1.2087065,1,2,2,0,0,0,2
12006,3,53,1,2,2,0,0,0,8
12006,3,-.18792367,1,2,2,0,0,0,1
12006,3,46,1,2,2,0,0,0,10
12006,3,8,1,2,2,0,0,0,6
12007,3,.19955361,0,4,0,1,0,0,2
12007,3,87,0,4,0,1,0,0,8
12007,3,-1.1295276,0,4,0,1,0,0,1
12007,3,.33627209,0,4,0,1,0,0,3
12007,3,4,0,4,0,1,0,0,5
12007,3,40,0,4,0,1,0,0,7
12007,3,13,0,4,0,1,0,0,6
12007,3,45,0,4,0,1,0,0,10
12007,3,-.28220713,0,4,0,1,0,0,4
12008,3,.97912616,0,4,0,1,0,1,2
12008,3,15,0,4,0,1,0,1,6
12008,3,41,0,4,0,1,0,1,10
12008,3,.37058088,0,4,0,1,0,1,4
12008,3,10,0,4,0,1,0,1,5
12008,3,.61716121,0,4,0,1,0,1,3
12008,3,100,0,4,0,1,0,1,8
12008,3,.72752458,0,4,0,1,0,1,1
12008,3,100,0,4,0,1,0,1,7
12010,3,1.2709781,0,4,0,1,0,1,4
12010,3,45,0,4,0,1,0,1,10
12010,3,10,0,4,0,1,0,1,5
12010,3,12,0,4,0,1,0,1,6
12010,3,-.41276559,0,4,0,1,0,1,3
12010,3,-.051921401,0,4,0,1,0,1,2
12010,3,100,0,4,0,1,0,1,7
12010,3,.80599159,0,4,0,1,0,1,1
12010,3,80,0,4,0,1,0,1,8
12011,3,.71079093,0,3,0,1,0,1,3
12011,3,.12594432,0,3,0,1,0,1,1
12011,3,15,0,3,0,1,0,1,6
12011,3,10,0,3,0,1,0,1,5
12011,3,.077951774,0,3,0,1,0,1,4
12011,3,46,0,3,0,1,0,1,10
12011,3,100,0,3,0,1,0,1,8
12011,3,100,0,3,0,1,0,1,7
12011,3,.14925861,0,3,0,1,0,1,2
12012,3,6,1,3,3,1,0,0,5
12012,3,.42990181,1,3,3,1,0,0,3
12012,3,39,1,3,3,1,0,0,10
12012,3,-1.2338539,1,3,3,1,0,0,2
12012,3,.1679915,1,3,3,1,0,0,4
12012,3,11,1,3,3,1,0,0,6
12012,3,73,1,3,3,1,0,0,8
12012,3,60,1,3,3,1,0,0,7
12012,3,-.083301008,1,3,3,1,0,0,1
12014,3,38,1,4,1,1,0,0,10
12014,3,9,1,4,1,1,0,0,5
12014,3,15,1,4,1,1,0,0,6
12014,3,1.4066337,1,4,1,1,0,0,2
12014,3,1.02289,1,4,1,1,0,0,3
12014,3,-.1921674,1,4,1,1,0,0,4
12014,3,100,1,4,1,1,0,0,8
12014,3,90,1,4,1,1,0,0,7
12014,3,.33518964,1,4,1,1,0,0,1
12020,3,.5235315,0,1,0,1,0,0,3
12020,3,.41365662,0,1,0,1,0,0,1
12020,3,100,0,1,0,1,0,0,7
12020,3,.37058088,0,1,0,1,0,0,4
12020,3,10,0,1,0,1,0,0,5
12020,3,15,0,1,0,1,0,0,6
12020,3,1.2808962,0,1,0,1,0,0,2
12020,3,45,0,1,0,1,0,0,10
12020,3,100,0,1,0,1,0,0,8
12021,3,12,1,1,1,0,1,1,6
12021,3,-1.1375844,1,1,1,0,1,1,4
12021,3,8,1,1,1,0,1,1,5
12021,3,-.65872562,1,1,1,0,1,1,1
12021,3,-.55487144,1,1,1,0,1,1,2
12021,3,80,1,1,1,0,1,1,8
12021,3,80,1,1,1,0,1,1,7
12021,3,-.88091415,1,1,1,0,1,1,3
12022,3,8,1,1,1,0,1,1,5
12022,3,-1.7235816,1,1,1,0,1,1,3
12022,3,-.75491565,1,1,1,0,1,1,4
12022,3,-.34485766,1,1,1,0,1,1,1
12022,3,-1.6613615,1,1,1,0,1,1,2
12022,3,40,1,1,1,0,1,1,10
12022,3,53,1,1,1,0,1,1,8
12022,3,80,1,1,1,0,1,1,7
12022,3,8,1,1,1,0,1,1,6
